"","ID","cv_window","cv_value","k_cv_value","full_length","species_names","Binomial","Replicate","Excluded_LPR_2022","Citation","Class","Order","Family","Genus","Species","Subspecies","Authority","Common_name","Location","Country","All_countries","Region","IPBES_region","IPBES_subregion","Latitude","Longitude","Specific_location","System","T_realm","T_biome","FW_realm","FW_biome","M_realm","M_ocean","M_biome","Migratory_fw_fish","Units","Method","start_year","end_year","unique_years","is_continuous","new_species","PValue_lm","PValue_mk","DetrendNeeded_lm","DetrendNeeded_mk","GBIF_ID"
"495",11552,6,0.0554979005519736,0.0552712824121554,FALSE,"Rupicapra pyrenaica","Rupicapra_pyrenaica",0,0,"Sánchez, J. C. P., E. G. Corvo, et al. (2009). Situación y gestión de las poblaciones de rebeco cantábrico en Castilla y León. Monitoring and management of the Cantabrian chamois population (Rupicapra pyrenaica parva) in Castilla y León (North of Spain). El Rebeco Cantábrico (Rupicapra pyrenaica parva) Conservación y Gestión de sus poblaciones. F. J. Pérez-Barbería and B. Palacios. Ministerio de Medio Ambiente y Medio Rural y Marino, Madrid, Organismo Autónomo Parques Nacionales: 180-201.","Mammalia","Artiodactyla","Bovidae","Rupicapra","pyrenaica","parva","Neumann, 1899","Pyrenean chamois","Reserva Regional de Caza de Fuentes Carrionas, Castilla y Le??n","Spain","Spain","Europe","Europe and Central Asia","Central and Western Europe",42.939722,-4.568889,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Density (Individuals per 100 hectares)","Direct counts taken simultaneously in game management units during early Summer and Autumn",1998,2007,10,TRUE,"Rupicapra pyrenaica",0.00000399398243777801,0.000891513479179597,TRUE,TRUE,5220171
"496",11553,6,0.261418837206862,0.244277016703607,FALSE,"Rupicapra pyrenaica","Rupicapra_pyrenaica",0,0,"Sánchez, J. C. P., E. G. Corvo, et al. (2009). Situación y gestión de las poblaciones de rebeco cantábrico en Castilla y León. Monitoring and management of the Cantabrian chamois population (Rupicapra pyrenaica parva) in Castilla y León (North of Spain). El Rebeco Cantábrico (Rupicapra pyrenaica parva) Conservación y Gestión de sus poblaciones. F. J. Pérez-Barbería and B. Palacios. Ministerio de Medio Ambiente y Medio Rural y Marino, Madrid, Organismo Autónomo Parques Nacionales: 180-201.","Mammalia","Artiodactyla","Bovidae","Rupicapra","pyrenaica","parva","Neumann, 1899","Pyrenean chamois","Reserva Regional de Caza de Ria??o, Castilla y Le??n  ","Spain","Spain","Europe","Europe and Central Asia","Central and Western Europe",43.101389,-4.265278,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Density (Individuals per 100 hectares)","Direct counts taken simultaneously in game management units during early Summer and Autumn",1994,2007,14,TRUE,"Rupicapra pyrenaica",0.537544505849487,0.475998964131563,FALSE,FALSE,5220171
"497",11554,6,0.134840991519029,0.13320672276694,FALSE,"Rupicapra pyrenaica","Rupicapra_pyrenaica",0,0,"Sánchez, J. C. P., E. G. Corvo, et al. (2009). Situación y gestión de las poblaciones de rebeco cantábrico en Castilla y León. Monitoring and management of the Cantabrian chamois population (Rupicapra pyrenaica parva) in Castilla y León (North of Spain). El Rebeco Cantábrico (Rupicapra pyrenaica parva) Conservación y Gestión de sus poblaciones. F. J. Pérez-Barbería and B. Palacios. Ministerio de Medio Ambiente y Medio Rural y Marino, Madrid, Organismo Autónomo Parques Nacionales: 180-201.","Mammalia","Artiodactyla","Bovidae","Rupicapra","pyrenaica","parva","Neumann, 1899","Pyrenean chamois","Reserva Regional de Caza de Mampodre, Castilla y Le??n","Spain","Spain","Europe","Europe and Central Asia","Central and Western Europe",42.999722,-4.584444,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Density (Individuals per 100 hectares)","Direct counts taken simultaneously in game management units during early Summer and Autumn",1994,2007,14,TRUE,"Rupicapra pyrenaica",0.00429616999944144,0.0183951977376257,TRUE,TRUE,5220171
"498",11555,6,0.109158463415063,0.10842369968602,FALSE,"Rupicapra pyrenaica","Rupicapra_pyrenaica",0,0,"Sánchez, J. C. P., E. G. Corvo, et al. (2009). Situación y gestión de las poblaciones de rebeco cantábrico en Castilla y León. Monitoring and management of the Cantabrian chamois population (Rupicapra pyrenaica parva) in Castilla y León (North of Spain). El Rebeco Cantábrico (Rupicapra pyrenaica parva) Conservación y Gestión de sus poblaciones. F. J. Pérez-Barbería and B. Palacios. Ministerio de Medio Ambiente y Medio Rural y Marino, Madrid, Organismo Autónomo Parques Nacionales: 180-201.","Mammalia","Artiodactyla","Bovidae","Rupicapra","pyrenaica","parva","Neumann, 1899","Pyrenean chamois","Reserva Regional de Caza de Los Ancares leoneses, Castilla y Le??n","Spain","Spain","Europe","Europe and Central Asia","Central and Western Europe",42.8025,-6.719167,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Density (Individuals per 100 hectares)","Direct counts taken simultaneously in game management units during early Summer and Autumn",1997,2007,11,TRUE,"Rupicapra pyrenaica",0.0000000466260431717602,0.0000516142452481527,TRUE,TRUE,5220171
"499",11557,3,0.189410929424613,0.181365745021288,FALSE,"Capreolus capreolus","Capreolus_capreolus",1,0,"Bluzma, P. and R. Baleiðis (1999). ""The cervid (Cervidae) monitoring in Lithuania (1993-1998): abundance, dynamics and distribution."" Acta Zoologica Lituanica 9(1): 61-70.","Mammalia","Artiodactyla","Cervidae","Capreolus","capreolus","","Linnaeus, 1758","European roe deer","Regions of Plung?¢, K?¢dainiai, Mol?¢tai, Ignalina (Utena), and Var?¢na","Lithuania","Lithuania","Europe","Europe and Central Asia","Central and Western Europe",55.29241,23.970795,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Individuals per 1000ha","Average number of individuals per 1000ha of 7 regions sampled, based on the amount of pellet groups during the non-vegetation period. ",1993,1998,6,TRUE,"Capreolus capreolus",0.462181854330407,0.47,FALSE,FALSE,5220126
"500",11560,6,0.0651201140831992,0.0649752727501146,FALSE,"Rupicapra pyrenaica","Rupicapra_pyrenaica",0,0,"López-Martín, J. M., R. Casanovas, et al. (2012). Estatus y gestión del sarrio en el Pirineo catalán.","Mammalia","Artiodactyla","Bovidae","Rupicapra","pyrenaica","pyrenaica","Neumann, 1899","Pyrenean chamois","Reserva Nacional de Caza de Alt Pallars-Aran","Spain","Spain","Europe","Europe and Central Asia","Central and Western Europe",42.599598,1.104126,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Total number of chamois","Annual census counts of individuals during 2nd week of June until the 1st week of July conducted along selected routes in the supraforestal area for maximum visibility.",1999,2011,13,TRUE,"Rupicapra pyrenaica",0.000000075733352649036,0.0000255808200499923,TRUE,TRUE,5220171
"501",11564,6,0.465548284540856,0.313247594286266,FALSE,"Rupicapra pyrenaica","Rupicapra_pyrenaica",0,0,"López-Martín, J. M., R. Casanovas, et al. (2012). Estatus y gestión del sarrio en el Pirineo catalán.","Mammalia","Artiodactyla","Bovidae","Rupicapra","pyrenaica","pyrenaica","Neumann, 1899","Pyrenean chamois","Reserva Nacional de Caza de La Cerdanya-Alt Urgell","Spain","Spain","Europe","Europe and Central Asia","Central and Western Europe",42.447781,1.7276,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Total number of chamois","Annual census counts of individuals during 2nd week of June until the 1st week of July conducted along selected routes in the supraforestal area for maximum visibility.",1987,2011,25,TRUE,"Rupicapra pyrenaica",0.0742946308128598,0.00189501579556272,FALSE,TRUE,5220171
"502",11565,6,0.188366832056953,0.17538739012524,FALSE,"Rupicapra pyrenaica","Rupicapra_pyrenaica",0,0,"López-Martín, J. M., R. Casanovas, et al. (2012). Estatus y gestión del sarrio en el Pirineo catalán.","Mammalia","Artiodactyla","Bovidae","Rupicapra","pyrenaica","pyrenaica","Neumann, 1899","Pyrenean chamois","Reserva Nacional de Caza?ßdel?ßCad?í","Spain","Spain","Europe","Europe and Central Asia","Central and Western Europe",42.281373,1.667175,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Total number of chamois","Annual census counts of individuals during 2nd week of June until the 1st week of July conducted along selected routes in the supraforestal area for maximum visibility. Reason for increase: removal of threat, legal protection, management",1980,2011,32,TRUE,"Rupicapra pyrenaica",0.0000126652604914218,0.000000757468786873073,TRUE,TRUE,5220171
"503",11566,6,0.180417310890146,0.176574937944711,FALSE,"Rupicapra pyrenaica","Rupicapra_pyrenaica",0,0,"Maragalida, A. (2000). Estimació de la disponibilitat tròfica per al Trencalòs (Gypaetus barbatus) a Andorra: implicacions per a la gestió i conservació de l’espècie., Grup d’Estudi i Protecció del Trencalòs (GEPT).","Mammalia","Artiodactyla","Bovidae","Rupicapra","pyrenaica","","Neumann, 1899","Pyrenean chamois","Andorra","Andorra","Andorra","Europe","Europe and Central Asia","Central and Western Europe",42.550045,1.571045,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals","Census undertaken during the breeding season",1993,1998,6,TRUE,"Rupicapra pyrenaica",0.00939061883223459,0.0028,TRUE,TRUE,5220171
"504",11749,6,0.0350521563428055,0.0350221432883012,FALSE,"Macropus fuliginosus","Macropus_fuliginosus",0,0,"Bayliss, P. (1985). ""The population dynamics of red and western grey kangaroos in arid New South Wales, Australia. I. Population trends and rainfall."" Journal of Animal Ecology 54: 111-125.","Mammalia","Diprotodontia","Macropodidae","Macropus","fuliginosus","","Desmarest, 1817","Western grey kangaroo","Kinchega National Park, New South Wales","Australia","Australia","Oceania","Asia and the Pacific","Oceania",-32.467481,142.292862,1,"Terrestrial","Australasia","Temperate grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Abundance index (logged number of individuals)","Quarterly standardized aerial surveys",1973,1981,9,TRUE,"Macropus fuliginosus",0.000874216547966014,0.0024,TRUE,TRUE,5219965
"505",11750,6,0.0996814412499869,0.0991527974519819,FALSE,"Macropus fuliginosus","Macropus_fuliginosus",0,0,"Bayliss, P. (1985). ""The population dynamics of red and western grey kangaroos in arid New South Wales, Australia. I. Population trends and rainfall."" Journal of Animal Ecology 54: 111-125.","Mammalia","Diprotodontia","Macropodidae","Macropus","fuliginosus","","Desmarest, 1817","Western grey kangaroo","Adjoining areas outside Kinchenga National Park, New South Wales","Australia","Australia","Oceania","Asia and the Pacific","Oceania",-32.467481,142.292862,1,"Terrestrial","Australasia","Temperate grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Abundance index (logged number of individuals)","Quarterly standardized aerial surveys",1973,1981,9,TRUE,"Macropus fuliginosus",0.00811915637366679,0.0248,TRUE,TRUE,5219965
"506",11876,8,0.204687764250068,0.198897164225247,FALSE,"Castor fiber","Castor_fiber",1,0,"Kurstjens, G. and F. Niewold (2011). De verwachte ontwikkelingen van de beverpopulatie in Nederland: naar een bevermanagement. Beek-Ubbergen, Kurstjens Ecologisch Adviesbureau.","Mammalia","Rodentia","Castoridae","Castor","fiber","","Linnaeus, 1758","European beaver / Eurasian beaver","Flevopolder in Flevoland province","Netherlands","Netherlands","Europe","Europe and Central Asia","Central and Western Europe",52.4,5.5,0,"Freshwater","NULL","NULL","Palearctic","Temperate floodplain rivers and wetlands","NULL","NULL","NULL",0,"Minimum number of individuals present in spring","German beaver inventory method (records direct and indirect evidence of beaver presence, e.g. dams, lodges, paw prints, vocalisations)",1991,2010,20,TRUE,"Castor fiber",0.00000000383496576754228,0.0000000043602655194866,TRUE,TRUE,4409131
"507",11877,8,0.0553418142809689,0.0552553710458163,FALSE,"Castor fiber","Castor_fiber",1,0,"Kurstjens, G. and F. Niewold (2011). De verwachte ontwikkelingen van de beverpopulatie in Nederland: naar een bevermanagement. Beek-Ubbergen, Kurstjens Ecologisch Adviesbureau.","Mammalia","Rodentia","Castoridae","Castor","fiber","","Linnaeus, 1758","European beaver / Eurasian beaver","Gelderse Poort protected area","Netherlands","Netherlands","Europe","Europe and Central Asia","Central and Western Europe",51.873735,5.913706,1,"Freshwater","NULL","NULL","Palearctic","Temperate floodplain rivers and wetlands","NULL","NULL","NULL",0,"Minimum number of individuals present in spring","German beaver inventory method (records direct and indirect evidence of beaver presence, e.g. dams, lodges, paw prints, vocalisations)",1995,2010,16,TRUE,"Castor fiber",0.000000000000000293878211814566,0.0000000842975986631365,TRUE,TRUE,4409131
"508",11878,8,0.0417066732406603,0.0416633801375633,FALSE,"Castor fiber","Castor_fiber",1,0,"Kurstjens, G. and F. Niewold (2011). De verwachte ontwikkelingen van de beverpopulatie in Nederland: naar een bevermanagement. Beek-Ubbergen, Kurstjens Ecologisch Adviesbureau.","Mammalia","Rodentia","Castoridae","Castor","fiber","","Linnaeus, 1758","European beaver / Eurasian beaver","Biesbosch National Park","Netherlands","Netherlands","Europe","Europe and Central Asia","Central and Western Europe",51.75,4.77,1,"Freshwater","NULL","NULL","Palearctic","Temperate floodplain rivers and wetlands","NULL","NULL","NULL",0,"Minimum number of individuals present in spring","German beaver inventory method (records direct and indirect evidence of beaver presence, e.g. dams, lodges, paw prints, vocalisations)",1989,2010,22,TRUE,"Castor fiber",0.00000000000000000000123600750843905,0.000000000124087715097154,TRUE,TRUE,4409131
"509",11879,8,0.392333082773258,0.359655067455107,FALSE,"Castor fiber","Castor_fiber",1,0,"Kurstjens, G. and F. Niewold (2011). De verwachte ontwikkelingen van de beverpopulatie in Nederland: naar een bevermanagement. Beek-Ubbergen, Kurstjens Ecologisch Adviesbureau.","Mammalia","Rodentia","Castoridae","Castor","fiber","","Linnaeus, 1758","European beaver / Eurasian beaver","Maas (Meuse) valley, Limburg province","Netherlands","Netherlands","Europe","Europe and Central Asia","Central and Western Europe",51.2,5.96,0,"Freshwater","NULL","NULL","Palearctic","Temperate floodplain rivers and wetlands","NULL","NULL","NULL",0,"Minimum number of individuals present in spring","German beaver inventory method (records direct and indirect evidence of beaver presence, e.g. dams, lodges, paw prints, vocalisations)",1993,2010,18,TRUE,"Castor fiber",0.00000236619414992056,0.000000052062922302331,TRUE,TRUE,4409131
"510",11881,8,0.162440116154072,0.160190515861516,FALSE,"Castor fiber","Castor_fiber",1,0,"Kurstjens, G. and F. Niewold (2011). De verwachte ontwikkelingen van de beverpopulatie in Nederland: naar een bevermanagement. Beek-Ubbergen, Kurstjens Ecologisch Adviesbureau.","Mammalia","Rodentia","Castoridae","Castor","fiber","","Linnaeus, 1758","European beaver / Eurasian beaver","River between Biesbosch and Gelderse Poort, and along the Hollandse IJssel","Netherlands","Netherlands","Europe","Europe and Central Asia","Central and Western Europe",51.97,4.8,0,"Freshwater","NULL","NULL","Palearctic","Temperate floodplain rivers and wetlands","NULL","NULL","NULL",0,"Minimum number of individuals present in spring","German beaver inventory method (records direct and indirect evidence of beaver presence, e.g. dams, lodges, paw prints, vocalisations)",1999,2010,12,TRUE,"Castor fiber",0.0000000637758643728636,0.00000830310735356471,TRUE,TRUE,4409131
"511",11885,8,0.0683020344755703,0.068126225385426,FALSE,"Castor fiber","Castor_fiber",0,0,"Berthelsen, J. (2012). Overvågning af bæver i Danmark 2011, Nationalt Center for Miljø og Energi, Aarhus Universitet.","Mammalia","Rodentia","Castoridae","Castor","fiber","","Linnaeus, 1758","European beaver / Eurasian beaver","Western part of Central Jutland","Denmark","Denmark","Europe","Europe and Central Asia","Central and Western Europe",56.46,8.41,1,"Freshwater","NULL","NULL","Palearctic","Temperate floodplain rivers and wetlands","NULL","NULL","NULL",0,"Number of adults","Point counts at lodges",1999,2011,13,TRUE,"Castor fiber",0.000000000033026131687462,0.00000263127662537214,TRUE,TRUE,4409131
