"","Species","GBIF_ID","mean_body_mass"
"2943","Nyctophilus timoriensis",2432521,12.31
"2944","Nyctophilus walkeri",2432516,4.44
"2945","Ochotona alpina",2437027,150
"2946","Ochotona argentata",2436970,150
"2947","Ochotona cansus",2436996,68.75
"2948","Ochotona collaris",2437020,129
"2949","Ochotona curzoniae",2436963,123.5025
"2950","Ochotona dauurica",2437033,127.85
"2951","Ochotona erythrotis",2437001,336.26
"2952","Ochotona forresti",2436964,142.5
"2953","Ochotona gaoligongensis",2437038,136.59
"2954","Ochotona gloveri",2436965,336.26
"2955","Ochotona himalayana",2437039,132.9
"2956","Ochotona hoffmanni",2437021,150
"2957","Ochotona huangensis",2436955,105.33
"2958","Ochotona hyperborea",2437002,135
"2959","Ochotona iliensis",2436969,240.3
"2960","Ochotona koslowi",2437040,388.57
"2961","Ochotona ladacensis",2437012,162.39
"2962","Ochotona macrotis",2436971,185.875
"2963","Ochotona muliensis",2437042,336.26
"2964","Ochotona nubrica",2437014,121.275
"2965","Ochotona princeps",2436982,128.566666666667
"2966","Ochotona pusilla",2437017,142.5
"2967","Ochotona roylei",2436952,187.5
"2968","Ochotona rufescens",2437023,250
"2969","Ochotona rutila",2436995,260.07
"2970","Ochotona turuchanensis",2437013,135
"2971","Ochrotomys nuttalli",2438565,20.75
"2972","Octodon bridgesi",5219899,172.6375
"2973","Octodon degus",5219900,213.145
"2974","Octodon lunatus",5219898,180.0375
"2975","Octodontomys gliroides",2439604,154.935
"2976","Octomys mimax",5219901,120.0575
"2977","Odobenus rosmarus",5218819,835749.0625
"2978","Odocoileus hemionus",2440974,56383.333335
"2979","Odocoileus virginianus",2440965,63315
"2980","Oecomys auyantepui",4265024,73.4
"2981","Oecomys bicolor",2439315,36.87
"2982","Oecomys catherinae",4265023,73.4
"2983","Oecomys cleberi",2439307,73.4
"2984","Oecomys concolor",2439311,53.5
"2985","Oecomys flavicans",2439316,73.4
"2986","Oecomys mamorae",2439317,62.5
"2987","Oecomys paricola",2439313,73.4
"2988","Oecomys phaeotis",2439308,73.4
"2989","Oecomys rex",2439318,73.4
"2990","Oecomys roberti",2439312,73.4
"2991","Oecomys rutilus",2439309,73.4
"2992","Oecomys speciosus",2439314,73.4
"2993","Oecomys superans",2439319,73.4
"2994","Oecomys trinitatis",2439310,69.7
"2995","Oenomys hypoxanthus",2438923,87.67
"2996","Oenomys ornatus",2438922,85.5
"2997","Okapia johnstoni",2441207,227500.57
"2998","Olallamys albicauda",2439752,273.5
"2999","Olallamys edax",2439751,206.4
"3000","Oligoryzomys andinus",2438279,25.2
"3001","Oligoryzomys arenalis",2438285,25.2
"3002","Oligoryzomys chacoensis",2438274,23
"3003","Oligoryzomys delticola",2438280,29.39
"3004","Oligoryzomys destructor",2438275,27.645
"3005","Oligoryzomys eliurus",2438281,34.58
"3006","Oligoryzomys flavescens",2438271,21.15
"3007","Oligoryzomys fornesi",4265163,26.65
"3008","Oligoryzomys fulvescens",2438276,19.25
"3009","Oligoryzomys griseolus",2438282,25.2
"3010","Oligoryzomys longicaudatus",2438272,27.975
"3011","Oligoryzomys magellanicus",2438277,27.645
"3012","Oligoryzomys microtis",2438283,26.65
"3013","Oligoryzomys nigripes",2438273,21.49
"3014","Oligoryzomys vegetus",2438278,20
"3015","Ommatophoca rossii",2434788,197959.395
"3016","Ondatra zibethicus",5219858,1057.435
"3017","Onychogalea fraenata",2440152,4313.095029
"3018","Onychogalea lunata",2440153,3499.99
"3019","Onychogalea unguifera",2440151,5800
"3020","Onychomys arenicola",2438515,24.96
"3021","Onychomys leucogaster",2438517,32.75
"3022","Onychomys torridus",2438516,21.0333333333333
"3023","Orcaella brevirostris",2440460,189999.995
"3024","Orcinus orca",2440483,3836166.66666667
"3025","Oreamnos americanus",2441151,66409.2333333333
"3026","Oreonax flavicauda",4267227,8229.12
"3027","Oreotragus oreotragus",2441044,13000
"3028","Ornithorhynchus anatinus",2433376,1122.42924733333
"3029","Orthogeomys cavator",2439408,650
"3030","Orthogeomys cherriei",2439403,286.75
"3031","Orthogeomys cuniculus",2439412,499.99
"3032","Orthogeomys dariensis",2439407,437.99
"3033","Orthogeomys grandis",2439402,665.495
"3034","Orthogeomys heterodus",2439411,615
"3035","Orthogeomys hispidus",2439406,478.4975
"3036","Orthogeomys lanius",2439410,499.99
"3037","Orthogeomys underwoodi",2439404,250
"3038","Orycteropus afer",5218416,54725.0666666667
"3039","Oryctolagus cuniculus",2436940,1872.63333333333
"3040","Oryx beisa",5706393,132875
"3041","Oryx dammah",5220165,177500
"3042","Oryx gazella",5220166,103750
"3043","Oryx leucoryx",5220164,117752.9003
"3044","Oryzomys albigularis",2438085,78.25
"3045","Oryzomys alfari",12357159,87
"3046","Oryzomys alfaroi",2438073,37.3225
"3047","Oryzomys angouya",4265046,120.17
"3048","Oryzomys auriventer",2438106,60.5
"3049","Oryzomys balneator",2438087,60.5
"3050","Oryzomys bolivaris",2438075,57.3725
"3051","Oryzomys caracolus",4265038,60.5
"3052","Oryzomys chapmani",2438077,49.99
"3053","Oryzomys couesi",2438070,57.88
"3054","Oryzomys devius",2438065,60.5
"3055","Oryzomys dimidiatus",2438079,46
"3056","Oryzomys emmonsae",4265041,22.65
"3057","Oryzomys galapagoensis",2438067,63.51
"3058","Oryzomys gorgasi",2438091,60.5
"3059","Oryzomys hammondi",2438081,60.5
"3060","Oryzomys keaysi",2438082,59.395
"3061","Oryzomys lamia",2438093,60.5
"3062","Oryzomys laticeps",4265044,50.825
"3063","Oryzomys legatus",2438083,61.5
"3064","Oryzomys levipes",2438094,60.5
"3065","Oryzomys macconnelli",2438084,66.49
"3066","Oryzomys maracajuensis",4265052,49.91
"3067","Oryzomys marinhus",4265049,49.91
"3068","Oryzomys megacephalus",4265045,50.825
"3069","Oryzomys melanotis",2438072,49.99
"3070","Oryzomys meridensis",4265050,60.5
"3071","Oryzomys nitidus",2438086,51.63
"3072","Oryzomys palustris",2438095,56.4825
"3073","Oryzomys perenensis",4265047,50.825
"3074","Oryzomys polius",2438107,60.5
"3075","Oryzomys rhabdops",2438076,41.645
"3076","Oryzomys rostratus",2438109,46.745
"3077","Oryzomys russatus",4265040,60.5
"3078","Oryzomys saturatior",2438078,41.645
"3079","Oryzomys scotti",4265048,49.91
"3080","Oryzomys subflavus",2438066,49.91
"3081","Oryzomys talamancae",2438090,57.745
"3082","Oryzomys xanthaeolus",4265051,79.79
"3083","Oryzomys yunganus",2438068,60.5
"3084","Oryzorictes hova",2432112,40.07
"3085","Oryzorictes tetradactylus",2432111,35.99
"3086","Osgoodomys banderanus",2439323,49.99
"3087","Otaria byronia",5218774,181058.1137
"3088","Otocyon megalotis",2434349,4150
"3089","Otolemur crassicaudatus",8978926,1041.31562466667
"3090","Otolemur garnettii",2436511,898.5012311
"3091","Otolemur monteiri",7262065,1094.5
"3092","Otomops formosus",2433020,30.39
"3093","Otomops madagascariensis",4266495,34.92
"3094","Otomops martiensseni",2433022,34.92
"3095","Otomops papuensis",2433019,18.45
"3096","Otomops secundus",2433018,27.55
"3097","Otomops wroughtoni",2433021,39.15
"3098","Otomys anchietae",5219868,114.45
"3099","Otomys angoniensis",5219872,114.45
"3100","Otomys barbouri",5706737,114.45
"3101","Otomys burtoni",5706740,114.45
"3102","Otomys cuanzensis",5706743,130.65
"3103","Otomys denti",5219865,120
"3104","Otomys dollmani",5706744,114.45
"3105","Otomys irroratus",5219869,120.05
"3106","Otomys lacustris",5706745,114.45
"3107","Otomys laminatus",5219873,130.65
"3108","Otomys maximus",5219866,130.65
"3109","Otomys orestes",5706739,114.45
"3110","Otomys saundersiae",5219874,114.45
"3111","Otomys tropicalis",5219867,114.45
"3112","Otonycteris hemprichii",2432382,21.98
"3113","Otonyctomys hatti",2438376,34.6
"3114","Otopteropus cartilagonodus",2432922,16.92
"3115","Ototylomys phyllotis",2439155,76.485
"3116","Ourebia ourebi",2441135,17093.045
"3117","Ovibos moschatus",2441108,284000
"3118","Ovis ammon",2441122,160000
"3119","Ovis aries",2441110,95000
"3120","Ovis canadensis",2441119,69051.9333333333
"3121","Ovis dalli",2441118,71647.065
"3122","Ovis nivicola",2441120,69125
"3123","Oxymycterus akodontius",2438939,67.99
"3124","Oxymycterus angularis",2438932,67.99
"3125","Oxymycterus dasytrichus",4265189,83.755
"3126","Oxymycterus delator",2438940,81.49
"3127","Oxymycterus hiska",2438933,67.99
"3128","Oxymycterus hispidus",2438935,82.01
"3129","Oxymycterus hucucha",2438941,67.99
"3130","Oxymycterus inca",2438936,34.99
"3131","Oxymycterus josei",4265190,83.755
"3132","Oxymycterus nasutus",2438942,82.01
"3133","Oxymycterus paramensis",2438937,41.99
"3134","Oxymycterus quaestor",4265191,82.01
"3135","Oxymycterus roberti",2438943,83.5525
"3136","Oxymycterus rufus",2438938,83.755
"3137","Ozotoceros bezoarticus",2440978,33560.2
"3138","Pachyuromys duprasi",2437746,40
"3139","Pagophilus groenlandicus",2434801,155594
"3140","Paguma larvata",2434654,4300
"3141","Palawanomys furvus",2438861,90.7
"3142","Pan paniscus",5219533,37522.475
"3143","Pan troglodytes",5219534,39718.4011433333
"3144","Pan troglodytes schweinfurthi",5707421,44984
"3145","Panthera leo",5219404,140687.321666667
"3146","Panthera onca",5219426,70900
"3147","Panthera pardus",5219436,53412.4975
"3148","Panthera tigris",5219416,138900
"3149","Pantholops hodgsonii",2441103,30116.56
"3150","Papio anubis",5707341,15864.28
"3151","Papio cynocephalus",7262027,17851.25
"3152","Papio hamadryas",5219586,18334.71111
"3153","Papio papio",5707338,18000
"3154","Papio ursinus",7262029,16364.72
"3155","Pappogeomys alcorni",2439400,150
"3156","Pappogeomys bulleri",2439397,150
"3157","Paracoelops megalotis",2432604,11.2
"3158","Paracrocidura maxima",2435498,12.18
"3159","Paracrocidura schoutedeni",2435499,12.18
"3160","Paracynictis selousi",2434109,1734.86
"3161","Paradoxurus hermaphroditus",2434708,3146.66666666667
"3162","Paradoxurus jerdoni",2434705,3530.33
"3163","Paradoxurus zeylonensis",2434704,2600.65
"3164","Paraechinus aethiopicus",2437145,428.5
"3165","Paraechinus hypomelas",2437154,292
"3166","Paraechinus micropus",2437161,171
"3167","Parahyaena brunnea",2433500,60200
"3168","Parahydromys asper",2438486,526.66
"3169","Paraleptomys rufilatus",2439304,54.99
"3170","Paraleptomys wilhelmina",2439305,33.68
"3171","Paralomys gerbillus",4265121,17.4
"3172","Paramelomys gressitti",4264866,85.18
"3173","Paramelomys levipes",4264872,82.205
"3174","Paramelomys lorentzii",4264869,85.7
"3175","Paramelomys mollis",4264865,82.81
"3176","Paramelomys moncktoni",4264871,85.18
"3177","Paramelomys naso",4264868,82.81
"3178","Paramelomys platyops",4264864,87.7
"3179","Paramelomys rubex",4264870,66.38
"3180","Paramelomys steini",4264867,72.885
"3181","Paramurexia rothschildi",2435436,53.77
"3182","Parantechinus apicalis",2435446,70.3275
"3183","Parantechinus bilarni",2435384,24.99769702
"3184","Paranyctimene raptor",2432976,23.3
"3185","Parascalops breweri",2436161,50.645
"3186","Paraxerus alexandri",2437351,50.73
"3187","Paraxerus boehmi",2437347,70.24
"3188","Paraxerus cepapi",2437354,223.225
"3189","Paraxerus cooperi",2437350,250
"3190","Paraxerus flavovittis",2437346,160
"3191","Paraxerus lucifer",2437353,692.45
"3192","Paraxerus ochraceus",2437345,104.3
"3193","Paraxerus palliatus",2437349,330.8
"3194","Paraxerus poensis",2437344,117
"3195","Paraxerus vexillarius",2437352,675
"3196","Paraxerus vincenti",2437348,692.45
"3197","Pardofelis marmorata",2435089,47362.495
"3198","Parotomys brantsii",2438856,103.25
"3199","Parotomys littledalei",2438855,126.99
"3200","Paruromys dominator",2438520,325.31
"3201","Pecari tajacu",2440995,19910.8941266667
"3202","Pectinator spekei",2439825,169.7
"3203","Pedetes capensis",5219942,2858.20833333333
"3204","Pedetes surdaster",5706735,2774.625
"3205","Pekania pennanti",8631083,3175
"3206","Pelea capreolus",5220184,23865.665
"3207","Pelomys fallax",2438685,119.23
"3208","Pelomys isseli",2438689,59.99
"3209","Pelomys minor",2438688,49.995
"3210","Pentalagus furnessi",2436950,2295.21
"3211","Penthetor lucasi",2432933,35.39
"3212","Peponocephala electra",2440470,206000
"3213","Perameles bougainville",5219458,226
"3214","Perameles eremiana",5219456,499.99
"3215","Perameles gunnii",5219455,750.936757966667
"3216","Perameles nasuta",5219457,741.42
"3217","Perimyotis subflavus",7665644,7.5
"3218","Perodicticus potto",2436624,993.276761666667
"3219","Perognathus alticolus",4263073,23.99
"3220","Perognathus amplus",2439553,11.835
"3221","Perognathus fasciatus",2439561,11.42
"3222","Perognathus flavescens",2439558,9.105
"3223","Perognathus flavus",2439566,8.135
"3224","Perognathus inornatus",2439562,8.575
"3225","Perognathus longimembris",2439563,8.75
"3226","Perognathus merriami",2439560,7.47
"3227","Perognathus parvus",2439554,19.8
"3228","Peromyscus attwateri",2437970,28.3
"3229","Peromyscus aztecus",2438022,35.65
"3230","Peromyscus beatae",4265104,23.9
"3231","Peromyscus boylii",2438038,23.55
"3232","Peromyscus bullatus",2437994,33.05
"3233","Peromyscus californicus",2438028,43.5
"3234","Peromyscus caniceps",2437982,22
"3235","Peromyscus crinitus",2438021,17.9433333333333
"3236","Peromyscus dickeyi",2437975,22.365
"3237","Peromyscus difficilis",2437993,28
"3238","Peromyscus eremicus",2437981,22.5833333333333
"3239","Peromyscus eva",2437965,21.99
"3240","Peromyscus fraterculus",4265103,21.75
"3241","Peromyscus furvus",2438033,32.99
"3242","Peromyscus gossypinus",2437988,22.075
"3243","Peromyscus grandis",2438025,62.75
"3244","Peromyscus gratus",2437980,27.35
"3245","Peromyscus guardia",2437986,21.75
"3246","Peromyscus guatamalensis",2437968,54
"3247","Peromyscus guatemalensis",2437968,41.29
"3248","Peromyscus gymnotis",2438036,39.04
"3249","Peromyscus hooperi",2438027,35.995
"3250","Peromyscus hylocetes",4265105,26.3
"3251","Peromyscus interparietalis",2438020,21.75
"3252","Peromyscus keeni",2437973,22.05
"3253","Peromyscus leucopus",2438019,22.1666666666667
"3254","Peromyscus levipes",2437991,23.45
"3255","Peromyscus madrensis",2437979,23.9
"3256","Peromyscus maniculatus",2437967,19.7925925933333
"3257","Peromyscus mayensis",2437971,32.495
"3258","Peromyscus megalops",2437962,66.2
"3259","Peromyscus mekisturus",2438030,40
"3260","Peromyscus melanocarpus",2437983,66.1
"3261","Peromyscus melanophrys",2437976,39
"3262","Peromyscus melanotis",2437974,21.4
"3263","Peromyscus melanurus",2437964,66.15
"3264","Peromyscus merriami",2438032,22
"3265","Peromyscus mexicanus",2438034,46.52
"3266","Peromyscus nasutus",2437972,28
"3267","Peromyscus ochraventer",2438026,36.495
"3268","Peromyscus oreas",2438018,24.6
"3269","Peromyscus pectoralis",2438024,33
"3270","Peromyscus pembertoni",2437987,21.75
"3271","Peromyscus perfulvus",2437978,40
"3272","Peromyscus polionotus",2437996,13.2222222233333
"3273","Peromyscus polius",2437969,26.3
"3274","Peromyscus pseudocrinitus",2438037,21.5
"3275","Peromyscus sagax",4265102,23.9
"3276","Peromyscus sejugis",2437992,20.95
"3277","Peromyscus simulus",2437966,26.3
"3278","Peromyscus sitkensis",2438035,28.3
"3279","Peromyscus slevini",2438029,20.5
"3280","Peromyscus spicilegus",2437963,28.7
"3281","Peromyscus spp.",2437961,20
"3282","Peromyscus stephani",2438031,23.9
"3283","Peromyscus stirtoni",2438023,36.29
"3284","Peromyscus truei",2437985,31.0333333333333
"3285","Peromyscus winkelmanni",2437995,28.7
"3286","Peromyscus yucatanicus",2437984,28.1775
"3287","Peromyscus zarhynchus",2437977,42.58
"3288","Peromyscus zarhyncus",2437977,64
"3289","Peropteryx kappleri",2433142,9.425
"3290","Peropteryx leucoptera",2433141,12.8
"3291","Peropteryx macrotis",2433140,118.045
"3292","Peropteryx trinitatis",7261658,5.68
"3293","Peroryctes broadbenti",2435332,4800
"3294","Peroryctes raffrayana",2435329,790.315
"3295","Petaurillus hosei",2437560,18.21
"3296","Petaurillus kinlochii",2437559,30.93
"3297","Petaurista alborufus",5219696,1611
"3298","Petaurista elegans",5219692,1224
"3299","Petaurista leucogenys",5219695,1650
"3300","Petaurista magnificus",5219698,1780
"3301","Petaurista nobilis",5219694,1780
"3302","Petaurista petaurista",5219691,1330
"3303","Petaurista philippensis",5219697,1431.92
"3304","Petaurista xanthotis",5219693,1650
"3305","Petauroides volans",2440068,1224.73159233333
"3306","Petaurus abidi",2440048,278
"3307","Petaurus australis",2440050,572.5
"3308","Petaurus biacensis",2440042,127
"3309","Petaurus breviceps",2440043,125.8683698
"3310","Petaurus gracilis",2440041,310
"3311","Petaurus norfolcensis",2440049,272.5
"3312","Petinomys crinitus",2437252,781.07
"3313","Petinomys fuscocapillus",2437256,712
"3314","Petinomys genibarbis",2437254,108.81
"3315","Petinomys hageni",2437251,410.07
"3316","Petinomys lugens",2437250,410.07
"3317","Petinomys mindanensis",4264121,781.07
"3318","Petinomys sagitta",2437255,49.99
"3319","Petinomys setosus",2437253,42.25
"3320","Petinomys vordermanni",2437249,37.5
"3321","Petrodromus tetradactylus",2440858,208
"3322","Petrogale assimilis",2440127,4459.596168
"3323","Petrogale brachyotis",2440112,4000
"3324","Petrogale burbidgei",2440120,1258
"3325","Petrogale concinna",2440128,1336.9975175
"3326","Petrogale godmani",2440119,4750
"3327","Petrogale herberti",2440125,6465.8
"3328","Petrogale inornata",2440121,4555.52
"3329","Petrogale lateralis",2440114,5283.94
"3330","Petrogale penicillata",2440113,6382.6059025
"3331","Petrogale persephone",2440129,5585.63
"3332","Petrogale purpureicollis",2440126,5283.94
"3333","Petrogale rothschildi",2440118,4546.31
"3334","Petrogale xanthopus",2440122,7125.0132955
"3335","Petromus typicus",2437614,212
"3336","Petromyscus barbouri",2437720,20.405
"3337","Petromyscus collinus",2437719,20.405
"3338","Petromyscus monticularis",2437721,20.72
"3339","Petropseudes dahli",2440058,1877.03
"3340","Phacochoerus aethiopicus",2441211,73303.76
"3341","Phacochoerus africanus",2441212,95624.9975
"3342","Phaenomys ferrugineus",2439153,93.8
"3343","Phalanger carmelitae",2440278,1612.57
"3344","Phalanger gymnotis",2440266,1982.75
"3345","Phalanger intercastellanus",2440276,1885.7
"3346","Phalanger lullulae",2440258,1918.75
"3347","Phalanger matabiru",2440277,2293.75
"3348","Phalanger matanim",2440281,1442.38
"3349","Phalanger mimicus",2440270,2293.75
"3350","Phalanger orientalis",2440259,2293.75
"3351","Phalanger ornatus",2440274,2293.75
"3352","Phalanger rothschildi",2440265,1365
"3353","Phalanger sericeus",2440262,1678.1
"3354","Phalanger vestitus",2440275,1850
"3355","Phaner electromontis",4266967,400
"3356","Phaner furcifer",2436443,400
"3357","Phaner pallescens",4266965,400
"3358","Phaner parienti",4266966,400
"3359","Pharotis imogene",2432316,8.1
"3360","Phascogale calura",2435449,43.00906168
"3361","Phascogale tapoatafa",2435448,155.566666666667
"3362","Phascolarctos cinereus",2440012,6559.75666666667
"3363","Phascolosorex doriae",2435430,168.95
"3364","Phascolosorex dorsalis",2435431,123.03
