"","species_names","X","ID","Binomial","Common_name","Location","Country","Region","Latitude","Longitude","Class","Order","System","T_realm","T_biome","FW_realm","FW_biome","M_realm","M_biome","minyear","maxyear","duration","points","taxa","first_order_coefficient","first_order_pvalue","second_order_coefficient","second_order_pvalue","strd_error","intercept","x_m","p1","p2","p3","CV","MSE","D","r.sq","derivative","intercept_derivative","derivated_curvature","direction","acceleration","shape_class","linear_slope","linear_slope_pvalue","linear_intercept","first_X_value","last_X_value","magnitude","lin_class","gnbn","dir2","full_realm","LoNL","redlistCategory","populationTrend","GBIF_ID"
"706","Muscardinus avellanarius",7273,19083,"Muscardinus_avellanarius","Hazel dormouse","Netherlands","Netherlands","Europe",52.18333,"5.8","Mammalia","Rodentia","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1992,2016,25,25,"Mammals",0.0601274558998234,0.000134186491495555,0,0.371666015202493,0.469708737750884,-116.252043091793,2004,NA,NA,NA,0.1501063863322,0.194151142521185,0.10123111486899,0.456204775888227,0.0601274558998234,-116.252043091793,NA,"increase","constant","increase_constant",0.0601274558998239,0.00011634095044645,-116.252043091794,1992,2016,0,"positive","good","Increase
linear","Palearctic","linear","Least Concern","Unknown","2439658"
"707","Mustela erminea",2815,5862,"Mustela_erminea","Stoat / Short-tailed weasel / Ermine","Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland","Finland","Europe",67.75,"29.5","Mammalia","Carnivora","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1968,1980,13,13,"Mammals",-0.157132578982986,0.0594508907317688,0,0.986578517421427,0.997243434743158,313.16361232594,1974,NA,NA,NA,0.367614419188641,0.764995744721793,0.382578596867225,0.173489536602552,-0.157132578982986,313.16361232594,NA,"stable","constant","stable_constant",-0.157132578982987,0.0475751757113968,313.163612325942,1968,1980,0,"negative","no","No trend
linear","Palearctic","linear","Least Concern","Stable","5219019"
"708","Mustela erminea",2816,5863,"Mustela_erminea","Stoat / Short-tailed weasel / Ermine","Brevine region","Switzerland","Europe",46.98333,"6.6","Mammalia","Carnivora","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1953,1979,27,27,"Mammals",0.0127079910061713,0.701744816698353,0,0.772737980502326,1.32701366764319,-23.0606847799553,1966,NA,NA,NA,0.666169462687633,1.56530246587718,1.85772506055496,-0.0728053136246642,0.0127079910061713,-23.0606847799553,NA,"stable","constant","stable_constant",0.0127079910061711,0.696288876194004,-23.0606847799549,1953,1979,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Stable","5219019"
"709","Mustela erminea",2813,5857,"Mustela_erminea","Stoat / Short-tailed weasel / Ermine","Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland","Finland","Europe",67.75,"29.5","Mammalia","Carnivora","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1968,1980,13,13,"Mammals",-0.0440993111694614,0.180851287465331,0,0.449354796492602,0.413585198050445,87.5198169044521,1974,NA,NA,NA,0.9091820548448,0.131579012343405,0.804520317451101,0.0543048223832736,-0.0440993111694614,87.5198169044521,NA,"stable","constant","stable_constant",-0.0440993111694618,0.171179619947917,87.5198169044528,1968,1980,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Stable","5219019"
"710","Mustela erminea",2386,4543,"Mustela_erminea","Stoat / Short-tailed weasel / Ermine","Rochester, Alberta","Canada","North America",53.55,"-113.5","Mammalia","Carnivora","Terrestrial","Nearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL",1965,1975,11,11,"Mammals",49.8023463092807,0.0856421162428958,-0.0126469540848893,0.031735640785922,0.142612042951614,-49028.5943761412,1970,1968.94627651037,1966.62244952001,1971.27010350052,0.576509852353252,0.0147914143962422,0.888688740466671,0.462065737882138,NA,NA,-5.10651635335162e-05,"stable","concave","stable_concave",-0.026652785183013,0.160069538456089,52.8432623647021,1965,1975,0.0252939081697786,"no trend","bad","No trend
non linear","Nearctic","non linear","Least Concern","Stable","5219019"
"711","Mustela erminea",7274,19084,"Mustela_erminea","Stoat / Short-tailed weasel / Ermine","Netherlands","Netherlands","Europe",52.18333,"5.8","Mammalia","Carnivora","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1997,2015,19,19,"Mammals",0.0120376023471353,0.633404267563317,0,0.165009039823332,0.591079059542362,-19.8166942582556,2006,NA,NA,NA,0.137818048838161,0.294210067056407,0.131268007505471,0.0192563094489373,0.0120376023471353,-19.8166942582556,NA,"stable","constant","stable_constant",0.0120376023471347,0.643634034189684,-19.8166942582543,1997,2015,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Stable","5219019"
"712","Mustela erminea",2814,5858,"Mustela_erminea","Stoat / Short-tailed weasel / Ermine","Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland","Finland","Europe",67.75,"29.5","Mammalia","Carnivora","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1968,1979,12,12,"Mammals",-0.0502493600236393,0.125233473227435,0,0.686469882092183,0.355498417747531,99.6641100727896,1973.5,NA,NA,NA,0.748059963334086,0.0947843437657483,1.01981930421817,0.0856907295415082,-0.0502493600236393,99.6641100727896,NA,"stable","constant","stable_constant",-0.0502493600236453,0.108067511942512,99.6641100728014,1968,1979,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Stable","5219019"
"713","Mustela frenata",2389,4547,"Mustela_frenata","Long-tailed weasel","Rochester, Alberta","Canada","North America",58.45,"-111.06667","Mammalia","Carnivora","Terrestrial","Nearctic","Temperate coniferous forests","NULL","NULL","NULL","NULL",1965,1975,11,11,"Mammals",104.525176903666,0.596880460723548,-0.0265336203110534,0.0459111370894896,0.32923600419145,-102939.648026927,1970,1969.67424117625,1967.26044722251,1972.08803512988,1.08310026603689,0.0788337065134199,1.22636861678424,0.279329442837252,NA,NA,-0.000145939395360696,"stable","concave","stable_concave",-0.017287121884582,0.664440422809504,34.4137020367458,1965,1975,0.0530672406221068,"no trend","bad","No trend
non linear","Nearctic","non linear","Least Concern","Stable","5218919"
"714","Mustela nivalis",7280,19093,"Mustela_nivalis","Least weasel","Netherlands","Netherlands","Europe",52.18333,"5.8","Mammalia","Carnivora","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1997,2015,19,19,"Mammals",-29.00882320885,0.057828065079155,0.00722352660654214,0.0206057953119619,0.327529912084697,29127.8524991101,2006,2007.9404969989,2013.74015791902,2002.14083607879,0.0974069760661876,0.090337552261229,0.0815962859997396,0.327719019359855,NA,NA,1.75193935542355e-05,"stable","convex","stable_convex",-0.0280344634029182,0.0942467274738295,60.3380932248736,1997,2015,0.0144470532130843,"no trend","good","No trend
non linear","Palearctic","non linear","Least Concern","Stable","5218987"
"715","Mustela nivalis",2817,5864,"Mustela_nivalis","Least weasel","Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland","Finland","Europe",67.75,"29.5","Mammalia","Carnivora","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1968,1980,13,13,"Mammals",-0.000612306797261191,0.994307751471055,0,0.846237011316548,1.12932058726983,2.38286756194878,1974,NA,NA,NA,0.879738747862165,0.981049991408823,2.24883432761996,-0.195259409869344,-0.000612306797261191,2.38286756194878,NA,"stable","constant","stable_constant",-0.000612306797259936,0.9940282164355,2.3828675619463,1968,1980,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Stable","5218987"
"716","Mustela vison",3577,7353,"Mustela_vison","Mink / American mink","Teruel and Castellon provinces, eastern Spain","Spain","Europe",40.66667,"-0.66667","Mammalia","Carnivora","Freshwater","NULL","NULL","Palearctic","Temperate floodplain rivers and wetlands","NULL","NULL",1970,1995,26,23,"Mammals",-76.9043185486705,5.74648423976634e-06,0.0194451398108142,1.58098589837052e-05,0.818494352420609,76037.3221925299,1982.5,1977.46890217526,1983.29478016505,1972.96030981492,2.6428155723936,0.582550439082115,0.304225128038334,0.753301435906805,NA,NA,-0.000808197866442661,"stable","convex","stable_convex",0.147470672111674,0.000856962578436937,-291.554330339712,1970,1995,0.0388902796216285,"positive","good","No trend
non linear","Palearctic","non linear","Least Concern","Stable","5218823"
"717","Myocastor coypus",3052,6281,"Myocastor_coypus","Nutria / Coypu","East Anglia","United Kingdom","Europe",52.5,"1","Mammalia","Rodentia","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1970,1979,10,10,"Mammals",155.376949417317,9.31131461357453e-05,-0.0393173767229355,0.000203913637032572,0.128302922667182,-153505.15844862,1974.5,1975.93230230285,1974.02055970932,1977.84404489642,0.292413067987287,0.0115231479754586,0.146690246794485,0.925097767061765,NA,NA,0.00202447930047873,"stable","concave","stable_concave",0.112628738444379,0.0171217658449686,-220.782226761911,1970,1979,0.078634753445871,"positive","bad","No trend
non linear","Palearctic","non linear","Least Concern","Decreasing","4264680"
"718","Myodes gapperi",1509,3426,"Myodes_gapperi","Southern red-backed vole","Mont St. Hilaire, Rouville County, Qu?«bec","Canada","North America",45.5675,"-73.19306","Mammalia","Rodentia","Terrestrial","Nearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1966,1976,11,10,"Mammals",-145.644712958657,0.788865863395165,0.0369462347933222,0.0298582951664924,0.3767259578692,143535.568374592,1971,1971.03593604863,1973.38627094088,1968.97651024716,0.974994086074358,0.0993457131327261,1.81281912970309,0.37777062592755,NA,NA,4.34955138461889e-05,"stable","convex","stable_convex",-0.0100446503391857,0.840815058470877,20.286834657497,1966,1976,0.0738924695866445,"no trend","good","No trend
non linear","Nearctic","non linear",NA,NA,"5706760"
"719","Myodes gapperi",2397,4560,"Myodes_gapperi","Southern red-backed vole","Wildlife Research Station near Lake Sasajewun, Algonquin Provincial Park, Ontario","Canada","North America",45.595278,"-78.523333","Mammalia","Rodentia","Terrestrial","Nearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1952,1995,44,43,"Mammals",-11.9019727953176,0.105317006180092,0.0030197908045805,0.000465022881047785,0.756050397625486,11729.7382913287,1973.5,1970.66180499397,1986.27020828717,1955.62214617735,0.308865643786999,0.53173228255782,0.322598543288232,0.266816391131621,NA,NA,-1.87441206820125e-06,"stable","convex","stable_convex",0.0151049072608407,0.158360833547765,-26.9457002321515,1952,1995,0.006039581609161,"no trend","good","No trend
non linear","Nearctic","non linear",NA,NA,"5706760"
"720","Myodes glareolus",2788,5828,"Myodes_glareolus","Bank vole","Karelia (Karjala)","Finland","Europe",63,"30","Mammalia","Rodentia","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1957,1977,21,21,"Mammals",-0.0316253544360623,0.18509638530304,0,0.895676787686286,0.636845398542662,63.1100905482391,1967,NA,NA,NA,0.703767930235759,0.347633195695682,1.04421167598451,-0.0041900460126707,-0.0316253544360623,63.1100905482391,NA,"stable","constant","stable_constant",-0.0316253544360626,0.173233056456979,63.1100905482396,1957,1977,0,"no trend","no","No trend
linear","Palearctic","linear",NA,NA,"5706764"
"721","Myodes glareolus",3103,6451,"Myodes_glareolus","Bank vole","Pallasjarvi, Finnish Lapland","Finland","Europe",68.03333,"24.2","Mammalia","Rodentia","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1970,1992,23,23,"Mammals",0.0485847850472581,0.0560632069993074,0,0.834560535610974,0.762023186423316,-94.4926260961567,1981,NA,NA,NA,0.455307046075278,0.504938553605864,0.725371331512301,0.0893507930229944,0.0485847850472581,-94.4926260961567,NA,"stable","constant","stable_constant",0.048584785047259,0.0503624236505552,-94.4926260961586,1970,1992,0,"no trend","no","No trend
linear","Palearctic","linear",NA,NA,"5706764"
"722","Myodes glareolus",3055,6284,"Myodes_glareolus","Bank vole","Grimso Wildlife Research Area, Ridderhyttan, Varmland","Sweden","Europe",59.66667,"15.41667","Mammalia","Rodentia","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1973,1982,10,10,"Mammals",-0.0892818412445845,0.0852652173498265,0,0.595383580173094,0.404902385634176,177.427594971789,1977.5,NA,NA,NA,0.520322494943245,0.114762159324573,0.574682936398977,0.204991338632565,-0.0892818412445845,177.427594971789,NA,"stable","constant","stable_constant",-0.0892818412445857,0.0694442739609211,177.427594971791,1973,1982,0,"no trend","no","No trend
linear","Palearctic","linear",NA,NA,"5706764"
"723","Myodes glareolus",3058,6287,"Myodes_glareolus","Bank vole","Mari (Mari El Republic; spruce-lime forest)","Russian Federation","Asia",56.63333,"47.86667","Mammalia","Rodentia","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1973,1986,14,12,"Mammals",0.0109661320993447,0.781055926410212,0,0.344603075433046,0.559693506520374,-18.8210595156574,1979.5,NA,NA,NA,0.185828519257282,0.234942615930804,0.266911157433947,-0.0916006144814729,0.0109661320993447,-18.8210595156574,NA,"stable","constant","stable_constant",0.0109661320993455,0.780364116853766,-18.8210595156589,1973,1986,0,"no trend","no","No trend
linear","Palearctic","linear",NA,NA,"5706764"
"724","Myodes glareolus",3019,6195,"Myodes_glareolus","Bank vole","Umea, Sweden","Sweden","Europe",63.83333,"20.25","Mammalia","Rodentia","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1972,1988,17,17,"Mammals",-0.0370730362406706,0.279156080996788,0,0.40406891206181,0.665127178302601,74.5422162239695,1980,NA,NA,NA,0.584816435766077,0.364324605084407,1.21703364570976,0.000488784850614987,-0.0370730362406706,74.5422162239695,NA,"stable","constant","stable_constant",-0.0370730362406706,0.273889509792256,74.5422162239696,1972,1988,0,"no trend","no","No trend
linear","Palearctic","linear",NA,NA,"5706764"
"725","Myodes glareolus",8470,21301,"Myodes_glareolus","Bank vole","Netherlands","Netherlands","Europe",52.18333,"5.8","Mammalia","Rodentia","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1995,2016,22,22,"Mammals",0.0090564110716872,0.000110275581784451,0,0.0587507945243416,0.0555217104165344,-13.2473792699844,2005.5,NA,NA,NA,0.0168273756031241,0.00266229755563512,0.00954063174493478,0.549389696138639,0.0090564110716872,-13.2473792699844,NA,"increase","constant","increase_constant",0.00905641107168777,0.000207852853678993,-13.2473792699856,1995,2016,0,"positive","good","Increase
linear","Palearctic","linear",NA,NA,"5706764"
"726","Myodes glareolus",3053,6282,"Myodes_glareolus","Bank vole","Bialowieza National Park, Poland","Poland","Europe",52.732222,"23.857222","Mammalia","Rodentia","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1972,1991,20,20,"Mammals",0.0069600018475553,0.597318007065896,0,0.0883530976875092,0.333395471326033,-12.6977526275793,1981.5,NA,NA,NA,0.317146754452021,0.0944796592556015,0.456053124465464,0.0757948217005591,0.0069600018475553,-12.6977526275793,NA,"stable","constant","stable_constant",0.00696000184755498,0.618085416850036,-12.6977526275787,1972,1991,0,"no trend","no","No trend
linear","Palearctic","linear",NA,NA,"5706764"
"727","Myodes glareolus",3060,6289,"Myodes_glareolus","Bank vole","Udmurt (Republic of Udmurtia)","Russian Federation","Asia",56.81667,"53.18333","Mammalia","Rodentia","Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL",1973,1985,13,13,"Mammals",0.0421179332548794,0.343786901199937,0,0.0988622220334512,0.571782087623912,-80.7746265824594,1979,NA,NA,NA,0.242216054501015,0.251488273636584,0.325745172396094,0.160721344304911,0.0421179332548794,-80.7746265824594,NA,"stable","constant","stable_constant",0.042117933254883,0.385679034410125,-80.7746265824664,1973,1985,0,"no trend","no","No trend
linear","Palearctic","linear",NA,NA,"5706764"
"728","Myodes glareolus",3054,6283,"Myodes_glareolus","Bank vole","Boda, Vastemorrland","Sweden","Europe",62.85,"16.66667","Mammalia","Rodentia","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1970,1988,19,19,"Mammals",-0.0107707598241573,0.749200231772386,0,0.888297721053354,0.790597807889388,22.5606321950052,1979,NA,NA,NA,0.600912684912768,0.526353594812215,1.23626859306768,-0.116198760703454,-0.0107707598241573,22.5606321950052,NA,"stable","constant","stable_constant",-0.010770759824158,0.74168228843847,22.5606321950066,1970,1988,0,"no trend","no","No trend
linear","Palearctic","linear",NA,NA,"5706764"
"729","Myodes glareolus",7229,18740,"Myodes_glareolus","Bank vole","Kauhava region, western Finland","Finland","Europe",63,"23","Mammalia","Rodentia","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1973,2014,42,42,"Mammals",0.00952441551241622,0.19338574488499,0,0.876463846880069,0.565307342743259,-17.5833135689459,1993.5,NA,NA,NA,0.401651358213951,0.296745792348056,0.559953289951434,-0.00549203870625958,0.00952441551241622,-17.5833135689459,NA,"stable","constant","stable_constant",0.00952441551241623,0.18783754874334,-17.5833135689459,1973,2014,0,"no trend","no","No trend
linear","Palearctic","linear",NA,NA,"5706764"
