,Plot,Plot2,Major_taxa,Order,Species,Mass_g,Metabolism_W,Trophic,Group,Mass_Spec_Meta_Watt,Inverse_Mass_Spec_Meta_Watt
4237,4,5,Invertebrate,Geophilomorpha,Unknown,0.10953,8.20060663150787e-05,,Chilopoda,0.000748709,1335.632898
4238,4,5,Invertebrate,Geophilomorpha,Unknown,0.05946,7.27334974050617e-05,,Chilopoda,0.001223234,817.5050303
4239,4,5,Invertebrate,Geophilomorpha,Unknown,0.01127,2.58946482908073e-05,,Chilopoda,0.002297662,435.2250656
4240,4,5,Invertebrate,Geophilomorpha,Unknown,0.05417,0.000123934,,Chilopoda,0.002287873,437.0872297
4241,4,5,Invertebrate,Geophilomorpha,Unknown,0.04448,7.5856087346012e-05,,Chilopoda,0.001705398,586.3735075
4242,4,5,Invertebrate,Geophilomorpha,Unknown,0.00851,2.09442008234471e-05,,Chilopoda,0.002461128,406.3177235
4243,4,5,Invertebrate,Geophilomorpha,Unknown,0.0239,3.7630391718373e-05,,Chilopoda,0.001574493,635.1249325
4244,4,5,Invertebrate,Geophilomorpha,Unknown,0.04543,5.63681587880155e-05,,Chilopoda,0.00124077,805.9514623
4245,4,5,Invertebrate,Geophilomorpha,Unknown,0.011,1.87377670696425e-05,,Chilopoda,0.001703433,587.0496713
4246,4,5,Invertebrate,Geophilomorpha,Unknown,0.03932,4.769613435909e-05,,Chilopoda,0.001213025,824.385467
4247,4,5,Invertebrate,Geophilomorpha,Unknown,0.01155,2.01314852814341e-05,,Chilopoda,0.001742986,573.7281596
4248,4,5,Invertebrate,Geophilomorpha,Unknown,0.01162,2.01314852814341e-05,,Chilopoda,0.001732486,577.2052999
4249,4,5,Invertebrate,Geophilomorpha,Unknown,0.00569,1.12891175155119e-05,,Chilopoda,0.001984028,504.0252254
4250,4,5,Invertebrate,Geophilomorpha,Unknown,0.01113,1.87377670696425e-05,,Chilopoda,0.001683537,593.9875311
4251,4,5,Invertebrate,Geophilomorpha,Unknown,0.04722,9.43380117599243e-05,,Chilopoda,0.00199784,500.5405469
4252,4,5,Invertebrate,Geophilomorpha,Unknown,0.05251,5.67397440489748e-05,,Chilopoda,0.001080551,925.4535931
4253,4,5,Invertebrate,Geophilomorpha,Unknown,0.05864,6.29087632006083e-05,,Chilopoda,0.001072796,932.1435841
4254,4,5,Invertebrate,Geophilomorpha,Unknown,0.05996,0.000144195,,Chilopoda,0.002404851,415.8262612
4255,4,5,Invertebrate,Geophilomorpha,Unknown,0.04676,5.58966141688185e-05,,Chilopoda,0.001195394,836.5444078
4256,4,5,Invertebrate,Geophilomorpha,Unknown,0.07894,7.95451817017802e-05,,Chilopoda,0.001007666,992.3919754
4257,4,5,Invertebrate,Geophilomorpha,Unknown,0.08511,0.000110718,,Chilopoda,0.001300885,768.7076575
4258,4,5,Invertebrate,Geophilomorpha,Unknown,0.07819,8.58412289021141e-05,,Chilopoda,0.001097854,910.8676681
4259,4,5,Invertebrate,Geophilomorpha,Unknown,0.08026,7.34026966282837e-05,,Chilopoda,0.000914561,1093.42032
4260,4,5,Invertebrate,Geophilomorpha,Unknown,0.01107,3.36301057773936e-05,,Chilopoda,0.00303795,329.1693482
4261,4,5,Invertebrate,Geophilomorpha,Unknown,0.04386,6.05121009199156e-05,,Chilopoda,0.001379665,724.8137039
4262,4,5,Invertebrate,Geophilomorpha,Unknown,0.05688,5.25422144572925e-05,,Chilopoda,0.000923738,1082.558103
4263,4,5,Invertebrate,Geophilomorpha,Unknown,0.01032,3.26729532845774e-05,,Chilopoda,0.003165984,315.8575813
4264,4,5,Invertebrate,Geophilomorpha,Unknown,0.01405,2.21970448363405e-05,,Chilopoda,0.001579861,632.9671406
4265,4,5,Invertebrate,Geophilomorpha,Unknown,0.01057,1.59892319810258e-05,,Chilopoda,0.001512699,661.0699008
4266,4,5,Invertebrate,Geophilomorpha,Unknown,0.06039,6.89821151181398e-05,,Chilopoda,0.001142277,875.4443075
4267,4,5,Invertebrate,Geophilomorpha,Unknown,0.07619,0.000111011,,Chilopoda,0.001457028,686.3286696
4268,4,5,Invertebrate,Geophilomorpha,Unknown,0.01143,1.47938465424443e-05,,Chilopoda,0.0012943,772.6185321
4269,4,5,Invertebrate,Geophilomorpha,Unknown,0.03796,6.9359903498576e-05,,Chilopoda,0.001827184,547.2902655
4270,4,5,Invertebrate,Geophilomorpha,Unknown,0.02398,5.14150447445839e-05,,Chilopoda,0.00214408,466.4004499
4271,4,5,Invertebrate,Geophilomorpha,Unknown,0.04455,6.9359903498576e-05,,Chilopoda,0.0015569,642.3019317
4272,4,5,Invertebrate,Geophilomorpha,Unknown,0.04142,5.42783376053626e-06,,Chilopoda,0.000131044,7631.036953
4273,4,5,Invertebrate,Geophilomorpha,Unknown,0.05091,0.000170876,,Chilopoda,0.003356438,297.9349125
4274,4,5,Invertebrate,Geophilomorpha,Unknown,0.05449,7.21448710118658e-05,,Chilopoda,0.001324002,755.2858469
4275,4,5,Invertebrate,Geophilomorpha,Unknown,0.07611,5.15623636937747e-05,,Chilopoda,0.000677472,1476.076629
4276,4,5,Invertebrate,Geophilomorpha,Unknown,0.02113,3.94674882594325e-05,,Chilopoda,0.001867841,535.3773684
4277,4,5,Invertebrate,Geophilomorpha,Unknown,0.05377,2.22800336948409e-05,,Chilopoda,0.000414358,2413.371575
4278,4,5,Invertebrate,Geophilomorpha,Unknown,0.04591,5.6654942824024e-05,,Chilopoda,0.001234044,810.3441238
4279,4,5,Invertebrate,Geophilomorpha,Unknown,0.10571,7.38423973886156e-05,,Chilopoda,0.000698537,1431.562405
4280,4,5,Invertebrate,Geophilomorpha,Unknown,0.07546,5.6654942824024e-05,,Chilopoda,0.000750794,1331.922622
4281,4,5,Invertebrate,Geophilomorpha,Unknown,0.0545,3.43749091291831e-05,,Chilopoda,0.000630732,1585.458737
4282,4,5,Invertebrate,Geophilomorpha,Unknown,0.10388,3.20751251681495e-05,,Chilopoda,0.000308771,3238.646754
4283,4,5,Invertebrate,Geophilomorpha,Unknown,0.06469,1.71094922582487e-05,,Chilopoda,0.000264484,3780.942124
4284,4,5,Invertebrate,Geophilomorpha,Unknown,0.05702,1.70369944096968e-05,,Chilopoda,0.00029879,3346.834461
4285,4,5,Invertebrate,Geophilomorpha,Unknown,0.05619,9.40055436222988e-06,,Chilopoda,0.000167299,5977.307065
4286,4,5,Invertebrate,Geophilomorpha,Unknown,0.06119,1.0053034999197e-05,,Chilopoda,0.000164292,6086.719086
4287,4,5,Invertebrate,Geophilomorpha,Unknown,0.05213,1.1019672979889e-05,,Chilopoda,0.000211388,4730.6304
4288,4,5,Invertebrate,Geophilomorpha,Unknown,0.04272,1.42820761647246e-05,,Chilopoda,0.000334318,2991.161755
4289,4,5,Invertebrate,Geophilomorpha,Unknown,0.04508,6.52480636967112e-06,,Chilopoda,0.000144738,6909.017287
4290,4,5,Invertebrate,Geophilomorpha,Unknown,0.06776,8.02309523974375e-05,,Chilopoda,0.001184046,844.5618303
4291,4,5,Invertebrate,Geophilomorpha,Unknown,0.0598,5.67899813656561e-05,,Chilopoda,0.000949665,1053.002635
4292,4,5,Invertebrate,Geophilomorpha,Unknown,0.04914,6.83896371339603e-05,,Chilopoda,0.001391731,718.5299127
4293,4,5,Invertebrate,Geophilomorpha,Unknown,0.04109,9.78720955450669e-05,,Chilopoda,0.002381896,419.8336591
4294,4,5,Invertebrate,Geophilomorpha,Unknown,0.05047,4.30153901407948e-05,,Chilopoda,0.000852296,1173.300994
4295,4,5,Invertebrate,Geophilomorpha,Unknown,0.04969,4.69544399121148e-05,,Chilopoda,0.000944947,1058.259881
4296,4,5,Invertebrate,Geophilomorpha,Unknown,0.04534,5.4856705404272e-05,,Chilopoda,0.001209896,826.5170076
4297,4,5,Invertebrate,Geophilomorpha,Unknown,0.07872,3.72155622566427e-05,,Chilopoda,0.000472759,2115.244141
4298,4,5,Invertebrate,Geophilomorpha,Unknown,0.05149,4.88152180249469e-05,,Chilopoda,0.000948052,1054.794019
4299,4,5,Invertebrate,Geophilomorpha,Unknown,0.06416,7.82976764360535e-05,,Chilopoda,0.00122035,819.4368329
4300,4,5,Invertebrate,Geophilomorpha,Unknown,0.0358,5.87232573270401e-05,,Chilopoda,0.001640314,609.6392065
4301,4,5,Invertebrate,Geophilomorpha,Unknown,0.04884,4.88152180249469e-05,,Chilopoda,0.000999493,1000.507669
4302,4,5,Invertebrate,Geophilomorpha,Unknown,0.04709,5.2923429442888e-05,,Chilopoda,0.001123878,889.77605
4303,4,5,Invertebrate,Geophilomorpha,Unknown,0.03968,6.06565332884241e-05,,Chilopoda,0.001528642,654.1752034
4304,4,5,Invertebrate,Geophilomorpha,Unknown,0.05555,3.20751251681495e-05,,Chilopoda,0.00057741,1731.871652
4305,4,5,Invertebrate,Geophilomorpha,Unknown,0.07842,3.14157343724906e-05,,Chilopoda,0.000400609,2496.201396
4306,4,5,Invertebrate,Geophilomorpha,Unknown,0.02399,5.87232573270401e-06,,Chilopoda,0.000244782,4085.263845
4307,4,5,Invertebrate,Geophilomorpha,Unknown,0.01854,2.53742469931655e-05,,Chilopoda,0.001368622,730.6620766
4308,4,5,Invertebrate,Geophilomorpha,Unknown,0.05388,3.72155622566427e-05,,Chilopoda,0.000690712,1447.781432
4309,4,5,Invertebrate,Geophilomorpha,Unknown,0.04177,2.92407989159335e-05,,Chilopoda,0.000700043,1428.483542
4310,4,5,Invertebrate,Geophilomorpha,Unknown,0.03208,0.000218514,,Chilopoda,0.006811535,146.8097884
4311,4,5,Invertebrate,Geophilomorpha,Unknown,0.04377,4.22725987228228e-05,,Chilopoda,0.000965789,1035.422504
4312,4,5,Invertebrate,Geophilomorpha,Unknown,0.03589,2.87358676711324e-05,,Chilopoda,0.000800665,1248.961765
4313,4,5,Invertebrate,Geophilomorpha,Unknown,0.04898,1.92364072839812e-05,,Chilopoda,0.00039274,2546.213504
4314,4,5,Invertebrate,Geophilomorpha,Unknown,0.06463,2.91592046983177e-05,,Chilopoda,0.000451171,2216.452769
4315,4,5,Invertebrate,Geophilomorpha,Unknown,0.02478,5.83184093966354e-06,,Chilopoda,0.000235345,4249.087082
4316,4,5,Invertebrate,Geophilomorpha,Unknown,0.05562,3.2208003338598e-05,,Chilopoda,0.000579072,1726.89997
4317,4,5,Invertebrate,Geophilomorpha,Unknown,0.07589,4.15436564802206e-05,,Chilopoda,0.000547419,1826.753022
4318,4,5,Invertebrate,Geophilomorpha,Unknown,0.06247,4.35588119567462e-05,,Chilopoda,0.000697276,1434.152981
4319,4,5,Invertebrate,Geophilomorpha,Unknown,0.04596,6.14841274170142e-05,,Chilopoda,0.001337775,747.5099986
4320,4,5,Invertebrate,Geophilomorpha,Unknown,0.07194,4.15436564802206e-05,,Chilopoda,0.000577476,1731.67232
4321,4,5,Invertebrate,Geophilomorpha,Unknown,0.06364,3.96765258518961e-05,,Chilopoda,0.000623453,1603.971079
4322,4,5,Invertebrate,Geophilomorpha,Unknown,0.07493,2.82403507534084e-05,,Chilopoda,0.00037689,2653.295657
4323,4,5,Invertebrate,Geophilomorpha,Unknown,0.0456,2.45060894967593e-05,,Chilopoda,0.000537414,1860.761996
4324,4,5,Invertebrate,Geophilomorpha,Unknown,0.0524,3.78093952235716e-05,,Chilopoda,0.000721553,1385.89892
4325,4,5,Invertebrate,Geophilomorpha,Unknown,0.05048,2.82403507534084e-05,,Chilopoda,0.000559436,1787.513209
4326,4,5,Invertebrate,Geophilomorpha,Unknown,0.10841,2.26739675677159e-05,,Chilopoda,0.00020915,4781.254083
4327,4,5,Invertebrate,Geophilomorpha,Unknown,0.00901,1.13428185670715e-05,,Chilopoda,0.001258914,794.3351951
4328,4,5,Invertebrate,Geophilomorpha,Unknown,0.0092,5.67140928353573e-06,,Chilopoda,0.000616458,1622.171764
4329,4,5,Invertebrate,Geophilomorpha,Unknown,0.00953,4.06788905050605e-05,,Chilopoda,0.004268509,234.2738428
4330,4,5,Invertebrate,Geophilomorpha,Unknown,0.0402,5.80612127931311e-05,,Chilopoda,0.001444309,692.372723
4331,4,5,Invertebrate,Geophilomorpha,Unknown,0.10803,7.58123534181347e-05,,Chilopoda,0.000701771,1424.965657
4332,4,5,Invertebrate,Geophilomorpha,Unknown,0.05308,8.94957146487569e-05,,Chilopoda,0.001686053,593.101024
4333,4,5,Invertebrate,Geophilomorpha,Unknown,0.03744,6.50876678907586e-05,,Chilopoda,0.001738453,575.224174
4334,4,5,Invertebrate,Geophilomorpha,Unknown,0.0117,3.29350807787637e-05,,Chilopoda,0.002814964,355.2443086
4335,4,5,Invertebrate,Geophilomorpha,Unknown,0.011395,6.11983308483211e-05,,Chilopoda,0.00537063,186.1978888
4336,4,5,Invertebrate,Geophilomorpha,Unknown,0.009325,1.90484447777315e-05,,Chilopoda,0.002042729,489.541278
4337,4,5,Invertebrate,Geophilomorpha,Unknown,0.01062,1.75363840531527e-05,,Chilopoda,0.00165126,605.5980508
4338,4,5,Invertebrate,Geophilomorpha,Unknown,0.014235,2.08503463939059e-05,,Chilopoda,0.001464724,682.7224705
4339,4,5,Invertebrate,Geophilomorpha,Unknown,0.011275,1.99298012992522e-05,,Chilopoda,0.00176761,565.7356955
4340,4,5,Invertebrate,Geophilomorpha,Unknown,0.01141,2.54304927698219e-05,,Chilopoda,0.00222879,448.6739641
4341,4,5,Invertebrate,Geophilomorpha,Unknown,0.01751,4.23333951497635e-05,,Chilopoda,0.00241767,413.6214433
4342,4,5,Invertebrate,Geophilomorpha,Unknown,0.0041625,7.40073023121764e-06,,Chilopoda,0.001777953,562.444498
4343,4,5,Invertebrate,Geophilomorpha,Unknown,0.00912,2.11666975748817e-05,,Chilopoda,0.00232091,430.8655126
4344,4,5,Invertebrate,Geophilomorpha,Unknown,0.01196,2.54087029409539e-05,,Chilopoda,0.002124473,470.7048616
4345,4,5,Invertebrate,Geophilomorpha,Unknown,0.02552,5.36631806112946e-05,,Chilopoda,0.002102789,475.5588414
4346,4,5,Invertebrate,Geophilomorpha,Unknown,0.009405,2.11400408468736e-05,,Chilopoda,0.002247745,444.8903419
4347,4,5,Invertebrate,Geophilomorpha,Unknown,0.008223333,1.97171534821802e-05,,Chilopoda,0.002397708,417.064918
4348,4,5,Invertebrate,Geophilomorpha,Unknown,0.00988,1.69730135645572e-05,,Chilopoda,0.001717916,582.1005187
4349,4,5,Invertebrate,Geophilomorpha,Unknown,0.00933,0.000154529,,Chilopoda,0.016562607,60.37696866
4350,4,5,Invertebrate,Geophilomorpha,Unknown,0.01198,3.0008008763913e-05,,Chilopoda,0.002504842,399.2267562
4351,4,5,Invertebrate,Geophilomorpha,Unknown,0.04097,1.79832167628342e-05,,Chilopoda,0.000438936,2278.235342
4352,4,5,Invertebrate,Geophilomorpha,Unknown,0.07076,6.65672341410002e-05,,Chilopoda,0.000940747,1062.98543
4353,4,5,Invertebrate,Geophilomorpha,Unknown,0.05094,6.47181189261259e-05,,Chilopoda,0.001270477,787.1056954
4354,4,5,Invertebrate,Geophilomorpha,Unknown,0.05819,4.54970047928552e-05,,Chilopoda,0.00078187,1278.985293
4355,4,5,Invertebrate,Geophilomorpha,Unknown,0.07556,6.73067888675025e-05,,Chilopoda,0.000890773,1122.620783
4356,4,5,Invertebrate,Geophilomorpha,Unknown,0.02293,3.65894586737721e-05,,Chilopoda,0.001595703,626.683226
4357,4,5,Invertebrate,Geophilomorpha,Unknown,0.08144,7.95105838478832e-05,,Chilopoda,0.000976309,1024.266155
4358,4,5,Invertebrate,Glomerida,Unknown,0.09709,9.54552395014949e-05,,Diplopoda,0.000983162,1017.125938
4359,4,5,Invertebrate,Glomerida,Unknown,0.1353,5.62071461024031e-05,,Diplopoda,0.000415426,2407.167227
4360,4,5,Invertebrate,Glomerida,Unknown,0.17002,3.79559750978871e-05,,Diplopoda,0.000223244,4479.400136
4361,4,5,Invertebrate,Glomerida,Unknown,0.07318,0.000104943,,Diplopoda,0.001434037,697.3323027
4362,4,5,Invertebrate,Glomerida,Unknown,0.29324,9.85400339863481e-05,,Diplopoda,0.000336039,2975.846345
4363,4,5,Invertebrate,Glomerida,Unknown,0.13326,6.94933678667589e-05,,Diplopoda,0.000521487,1917.593061
4364,4,5,Invertebrate,Glomerida,Unknown,0.21952,0.000102444,,Diplopoda,0.000466673,2142.825995
4365,4,5,Invertebrate,Glomerida,Unknown,0.13379,7.33974896570263e-05,,Diplopoda,0.000548602,1822.814385
4366,4,5,Invertebrate,Glomerida,Unknown,0.04947,1.8895949464894e-05,,Diplopoda,0.000381968,2618.021396
4367,4,5,Invertebrate,Glomerida,Unknown,0.04816,3.03428345539579e-05,,Diplopoda,0.000630042,1587.195155
4368,4,5,Invertebrate,Glomerida,Unknown,0.04032,8.74776140949531e-06,,Diplopoda,0.000216958,4609.179207
4369,4,5,Invertebrate,Glomerida,Unknown,0.15641,8.88957011843047e-05,,Diplopoda,0.00056835,1759.477657
4370,4,5,Invertebrate,Glomerida,Unknown,0.14183,1.56956472403538e-05,,Diplopoda,0.000110665,9036.263228
4371,4,5,Invertebrate,Glomerida,Unknown,0.19438,1.91681355678657e-05,,Diplopoda,9.86116656439227e-05,10140.78804
4372,4,5,Invertebrate,Glomerida,Unknown,0.02172,6.18102922297119e-05,,Diplopoda,0.002845778,351.3977886
4373,4,5,Invertebrate,Glomerida,Unknown,0.06481,8.63277816615112e-05,,Diplopoda,0.001332013,750.7432573
4374,4,5,Invertebrate,Glomerida,Unknown,0.02806,1.40654747707117e-05,,Diplopoda,0.000501264,1994.955766
4375,4,5,Invertebrate,Glomerida,Unknown,0.20931,2.62432842284859e-05,,Diplopoda,0.00012538,7975.754794
4376,4,5,Invertebrate,Glomerida,Unknown,0.13658,5.2558566493264e-05,,Diplopoda,0.000384819,2598.624908
4377,4,5,Invertebrate,Glomerida,Unknown,0.1722,3.08732462582414e-05,,Diplopoda,0.000179287,5577.644753
4378,4,5,Invertebrate,Glomerida,Unknown,0.13316,7.50457370584945e-05,,Diplopoda,0.000563576,1774.384598
4379,4,5,Invertebrate,Glomerida,Unknown,0.18314,6.99460922578164e-05,,Diplopoda,0.000381927,2618.302096
4380,4,5,Invertebrate,Glomerida,Unknown,0.15351,3.20751251681495e-05,,Diplopoda,0.000208945,4785.951705
4381,4,5,Invertebrate,Glomerida,Unknown,0.25347,5.47329881252522e-05,,Diplopoda,0.000215935,4631.02799
4382,4,5,Invertebrate,Glomerida,Unknown,0.20996,5.10347576955036e-05,,Diplopoda,0.000243069,4114.058918
4383,4,5,Invertebrate,Glomerida,Unknown,0.17161,5.25138671485083e-05,,Diplopoda,0.000306007,3267.898735
4384,4,5,Invertebrate,Glomerida,Unknown,0.11475,2.45060894967593e-05,,Diplopoda,0.000213561,4682.509627
4385,4,5,Invertebrate,Glomerida,Unknown,0.14384,2.82403507534084e-05,,Diplopoda,0.000196332,5093.421157
4386,4,5,Invertebrate,Glomerida,Unknown,0.13387,2.45060894967593e-05,,Diplopoda,0.000183059,5462.723868
4387,4,5,Invertebrate,Glomerida,Unknown,0.12051,2.26739675677159e-05,,Diplopoda,0.00018815,5314.905723
4388,4,5,Invertebrate,Glomerida,Unknown,0.17392,3.5942264595247e-05,,Diplopoda,0.00020666,4838.871506
4389,4,5,Invertebrate,Glomerida,Unknown,0.05696,8.77412954243685e-05,,Diplopoda,0.001540402,649.1812062
4390,4,5,Invertebrate,Glomerida,Unknown,0.06664,8.87515936657509e-05,,Diplopoda,0.001331807,750.8597564
4391,4,5,Invertebrate,Glomerida,Unknown,0.17846,0.000131889,,Diplopoda,0.000739038,1353.109619
4392,4,5,Invertebrate,Glomerida,Unknown,0.1417,5.76912070312615e-05,,Diplopoda,0.000407136,2456.180193
4393,4,5,Invertebrate,Glomerida,Unknown,0.11067,5.62120975782568e-05,,Diplopoda,0.000507925,1968.793281
4394,4,5,Invertebrate,Glomerida,Unknown,0.15935,2.36620968701797e-05,,Diplopoda,0.000148491,6734.398937
4395,4,5,Invertebrate,Glomerida,Unknown,0.02213,7.56187904471431e-06,,Diplopoda,0.000341703,2926.521288
4396,4,5,Invertebrate,Glomerida,Unknown,0.10487,1.89046976117858e-05,,Diplopoda,0.000180268,5547.298463
4397,4,5,Invertebrate,Glomerida,Unknown,0.18599,3.84728145679624e-05,,Diplopoda,0.000206854,4834.322679
4398,4,5,Invertebrate,Glomerida,Unknown,0.1544,2.11600480123793e-05,,Diplopoda,0.000137047,7296.769833
4399,4,5,Invertebrate,Glomerida,Unknown,0.17326,5.20095456196528e-05,,Diplopoda,0.000300182,3331.311549
4400,4,5,Invertebrate,Glomerida,Unknown,0.01738,1.69928572117893e-05,,Diplopoda,0.000977725,1022.782678
4401,4,5,Invertebrate,Glomerida,Unknown,0.13405,4.67987235898926e-05,,Diplopoda,0.000349114,2864.394362
4402,4,5,Invertebrate,Glomerida,Unknown,0.02707,2.16328097243615e-05,,Diplopoda,0.000799143,1251.339994
4403,4,5,Invertebrate,Glomerida,Unknown,0.02317,2.2001027762223e-05,,Diplopoda,0.000949548,1053.13262
4404,4,5,Invertebrate,Glomerida,Unknown,0.01699,1.78861911891211e-05,,Diplopoda,0.001052748,949.8947999
4405,4,5,Invertebrate,Glomerida,Unknown,0.07363,3.21585254760744e-05,,Diplopoda,0.000436758,2289.595027
4406,4,5,Invertebrate,Glomerida,Unknown,0.03818,2.22003457121763e-05,,Diplopoda,0.000581465,1719.793038
4407,4,5,Invertebrate,Glomerida,Unknown,0.06542,2.99658987390693e-05,,Diplopoda,0.000458054,2183.14827
4408,4,5,Invertebrate,Glomerida,Unknown,0.29262,9.24539335547663e-05,,Diplopoda,0.000315952,3165.035697
4409,4,5,Invertebrate,Glomerida,Unknown,0.06527,4.14315093846583e-05,,Diplopoda,0.000634771,1575.371039
4410,4,5,Invertebrate,Glomerida,Unknown,0.06638,4.27012718257901e-05,,Diplopoda,0.000643285,1554.520443
1812,4,5,Invertebrate,Halocyprida,Conchoecia sp.,7.9e-05,4.92e-07,,Ostracoda,0.006227848,160.5691057
34,4,5,Invertebrate,Haplotaxida,Allolobophora caliginosa,0.335,0.000368708,,Clitellata,0.001100619,908.5792596
62,4,5,Invertebrate,Haplotaxida,Aporectodea caliginosa,0.05943,1.16636818793271e-05,,Clitellata,0.000196259,5095.303577
63,4,5,Invertebrate,Haplotaxida,Aporectodea rosea,0.04134,2.75e-05,,Clitellata,0.000665215,1503.272727
4484,4,5,Invertebrate,Haplotaxida,Dendrobaena octaedra,0.23,0.000255206,,Clitellata,0.00110959,901.2341868
22410,4,5,Invertebrate,Haplotaxida,Dendrobaena veneta,0.9148,0.000147856,,Clitellata,0.000161627,6187.091435
2501,4,5,Invertebrate,Haplotaxida,Eisenia foetida,0.0422,3.91973827742843e-05,,Clitellata,0.000928848,1076.602493
4566,4,5,Invertebrate,Haplotaxida,Eisenia rosea,0.335,0.000189521,,Clitellata,0.000565733,1767.617758
2511,4,5,Invertebrate,Haplotaxida,Eiseniella tetraedra,0.11,3.58129033710828e-05,,Clitellata,0.000325572,3071.518633
335,4,5,Invertebrate,Haplotaxida,Glossoscolex paulistus,10.5,0.001372348,,Clitellata,0.0001307,7651.12038
43110,4,5,Invertebrate,Haplotaxida,Lumbricus castaneus,0.24,0.000210009,,Clitellata,0.000875039,1142.805587
4587,4,5,Invertebrate,Haplotaxida,Lumbricus rubellus,0.745,0.000442918,,Clitellata,0.000594521,1682.026891
432,4,5,Invertebrate,Haplotaxida,Lumbricus terrestris,0.04336,5.35552834328835e-05,,Clitellata,0.001235131,809.6306699
4551,4,5,Invertebrate,Haplotaxida,Megascolex mauritii,0.15,5.88924508320932e-05,,Clitellata,0.000392616,2547.015753
4740,4,5,Invertebrate,Haplotaxida,Octolasium lacteum,1.075,0.000457983,,Clitellata,0.000426031,2347.246753
4741,4,5,Invertebrate,Hemiptera,Cystosoma saundersii,1.158,0.001574599,,Insecta,0.001359757,735.4255116
4742,4,5,Invertebrate,Hemiptera,Dendrocoris contaminatus,0.011,1.75917803066539e-05,,Insecta,0.001599253,625.2920289
4743,4,5,Invertebrate,Hemiptera,Diceroprocta apache,0.622,0.001077799,,Insecta,0.001732795,577.1022031
4744,4,5,Invertebrate,Hemiptera,Fidicina mannifera,2.84,0.00650621,,Insecta,0.002290919,436.5060572
4745,4,5,Invertebrate,Hemiptera,Hysteropterum sp.,0.00171,2.70591124564181e-05,,Insecta,0.015824042,63.19497739
4746,4,5,Invertebrate,Hemiptera,Lygus kalmii,0.01017,9.82319640787584e-05,,Insecta,0.009658994,103.5304556
4747,4,5,Invertebrate,Hemiptera,Multareoides bifurcatus,0.00134,1.0205918345845e-05,,Insecta,0.007616357,131.2963669
4748,4,5,Invertebrate,Hemiptera,Neophilaenus lineatus,0.00191,2.05461250909775e-05,,Insecta,0.010757134,92.96156777
4749,4,5,Invertebrate,Hemiptera,Philaenus spumarius,0.00393,3.99507987880118e-05,,Insecta,0.010165598,98.37099931
4750,4,5,Invertebrate,Hemiptera,Phytocoris nigripubescens,0.00127,2.06804134902649e-05,,Insecta,0.01628379,61.41076437
4751,4,5,Invertebrate,Hemiptera,Pseudococcus citri,0.0013,7.58729455974006e-06,,Insecta,0.00583638,171.3390708
